Product Status,Product ID ,Item Description ,Supplier Name ,Brand Name ,Sub Name  ,Product Description ,Container Name ,Size Description ,Extended Product Description,Product Class Description,On Hand  ,Sales Current ,Date Last Received,On Order
Active,63760,PD GOODTIMES 24/16C,PEAK DRIFT,PEAK DRIFT,PD GOODTIMES,24/16C,24/16,,PEAK DRIFT GOOD TIMES ROLL SIXTEEN OUNCE CAN,BEER,3,0,20230606,0
Active,63763,PD GREENSJCKPT 4/6C,PEAK DRIFT,PEAK DRIFT,PD GREENSJCKPT,4/6C,24/12,,GREENS JACKPOT SOUR SUMMER SIX PACK CAN,BEER,0,0,20230525,0
Restricted,63764,PD PASSNSOUR 1/6BBL,PEAK DRIFT,PEAK DRIFT,PD PASSNSOUR,1/6BBL,1/6 BBL,,PEAK DRIFT PASSIONATELY SOUR SIXTH BARREL,BEER,0,0,0,0
Restricted,63765,PD PASSNSOUR 1/2BBL,PEAK DRIFT,PEAK DRIFT,PD PASSNSOUR,1/2BBL,1/2 BBL,,PEAK DRIFT PASSIONATELY SOUR HALF BARREL,BEER,0,0,0,0
Active,63766,PD WTRFRNT IPA 4/6C,PEAK DRIFT,PEAK DRIFT,PD WTRFRNT IPA,4/6C,24/12,,PEAK DRIFT WATERFRONT IPA SIX PACK CANS,BEER,0,0,20230606,0
Active,63767,PD WTRFRNT IPA 1/6BBL,PEAK DRIFT,PEAK DRIFT,PD WTRFRNT IPA,1/6BBL,1/6 BBL,,PEAK DRIFT WATERFRONT IPA SIXTH BARREL,BEER,0,0,20230710,0
Active,63768,PD WTRFRNT IPA 1/2BBL,PEAK DRIFT,PEAK DRIFT,PD WTRFRNT IPA,1/2BBL,1/2 BBL,,PEAK DRIFT WATERFRONT IPA,BEER,0,0,20230920,0
Active,63769,PD SUMMERLAGER 4/6C,PEAK DRIFT,PEAK DRIFT,PD SUMMERLAGER,4/6C,24/12,,PEAK DRIFT SUMMER LAGER SIX PACK CANS,BEER,0,0,20230710,0
Active,63770,PD SUMMERLAGER 1/6BBL,PEAK DRIFT,PEAK DRIFT,PD SUMMERLAGER,1/6BBL,1/6 BBL,,PEAK DRIFT SUMMER LAGER SIXTH BARREL,BEER,0,0,20230710,0
Active,63771,PD SUMMERLAGER 1/2BBL,PEAK DRIFT,PEAK DRIFT,PD SUMMERLAGER,1/2BBL,1/2 BBL,,PEAK DRIFT SUMMER LAGER HALF BARREL,BEER,0,0,20230606,0
Active,63772,PD PCHCOBLSOUR 4/6C,PEAK DRIFT,PEAK DRIFT,PD PCHCOBLSOUR,4/6C,24/12,,PEAK DRIFT PEACH COBBLER SOUR SIX PACK CANS,BEER,33,2,20230824,0
Active,63773,PD PCHCOBLSOUR 1/6BBL,PEAK DRIFT,PEAK DRIFT,PD PCHCOBLSOUR,1/6BBL,1/6 BBL,,PEAK DRIFT PEACH COBBLER SOUR SIXTH BARREL,BEER,4,0,20230808,0
Active,63774,PD PCHCOBLSOUR 1/2BBL,PEAK DRIFT,PEAK DRIFT,PD PCHCOBLSOUR,1/2BBL,1/2 BBL,,PEAK DRIFT PEACH COBBLER SOUR HALF BARREL,BEER,0,0,20230808,0
Active,63775,PD OKTOBERFEST 4/6C,PEAK DRIFT,PEAK DRIFT,PD OKTOBERFEST,4/6C,24/12,,PEAK DRIFT OKTOBERFEST SIX PACK CANS,BEER,0,0,20230824,0
Active,63776,PD OKTOBERFEST 1/6BBL,PEAK DRIFT,PEAK DRIFT,PD OKTOBERFEST,1/6BBL,1/6 BBL,,PEAK DRIFT OKTOBERFEST SIXTH BARREL,BEER,0,0,20231006,0
Active,63777,PD OKTOBERFEST 1/2BBL,PEAK DRIFT,PEAK DRIFT,PD OKTOBERFEST,1/2BBL,1/2 BBL,,PEAK DRIFT OKTOBERFEST HALF BARREL,BEER,0,0,20230929,0
Active,63778,PD MX BERRYSLZ 2/12C,PEAK DRIFT,PEAK DRIFT,PD MX BERRYSLZ,2/12C,24/12,,PEAAK DRIFT MIXED BERRY TWELVE PACK CANS,BEER,140,1,20231018,91
Active,63779,PD PEACHCITRUS 2/12C,PEAK DRIFT,PEAK DRIFT,PD PEACHCITRUS,2/12C,24/12,,PEAK DRIFT PEACH CITRUS HARD SELTZER TWELVE PACK CAN,BEER,137,0,20231018,0
Active,63780,PD VAR PK HS 2/12C,PEAK DRIFT,PEAK DRIFT,PD VAR PK HS,2/12C,24/12,,PEAK DRIFT VARIETY PACK HARD SELTZER TWELVE PACK,BEER,167,5,20231018,182
Active,63781,PD MARGAR HS 1/6BBL,PEAK DRIFT,PEAK DRIFT,PD MARGAR HS,1/6BBL,1/6 BBL,,PEAK DRIFT MARGARITA HARD SELTZER SIXTH BARREL,BEER,0,0,0,0
Active,63782,PD WTRMLNCUCMB 1/6BBL,PEAK DRIFT,PEAK DRIFT,PD WTRMLNCUCMB,1/6BBL,1/6 BBL,,PEAK DRIFT WATERMELON CUCUMBER SIXTH BARREL,BEER,0,0,0,0
Active,63783,PD PUMPKIN ALE 6/4C,PEAK DRIFT,PEAK DRIFT,PD PUMPKIN ALE,6/4C,24/16,,PEAK DRIFT PUMPKIN ALE FOUR PACK CANS,BEER,2,0,20230824,0
Active,63784,PD PUMPKIN ALE 1/6BBL,PEAK DRIFT,PEAK DRIFT,PD PUMPKIN ALE,1/6BBL,1/6 BBL,,PEAK DRIFT PUMPKIN ALE SIXTH BARREL,BEER,2,0,20231018,0
Active,63785,PD PARADISEIPA 4/6C,PEAK DRIFT,PEAK DRIFT,PD PARADISEIPA,4/6C,24/12,,PEAK DRIFT BREWING PARADISE IPA SIX PACK CANS,BEER,24,1,20230815,0
Active,63786,PD PARADISEIPA 1/6BBL,PEAK DRIFT,PEAK DRIFT,PD PARADISEIPA,1/6BBL,1/6 BBL,,PEAK DRIFT BREWING PARADISE IPA SIXTH BARREL,BEER,0,0,20230815,0
Active,63787,PD PARADISEIPA 1/2BBL,PEAK DRIFT,PEAK DRIFT,PD PARADISEIPA,1/2BBL,1/2 BBL,,PEAK DRIFT BREWING PARADISE IPA  HALF HARREL,BEER,0,0,0,0
Active,63788,PD PASNFRTSOUR 1/6BBL,PEAK DRIFT,PEAK DRIFT,PD PASNFRTSOUR,1/6BBL,1/6 BBL,,PEAK DRIFT FRUIT SOUR SICTH BARREL,BEER,0,0,0,0
Active,63789,PD PASNFRTSOUR 1/2BBL,PEAK DRIFT,PEAK DRIFT,PD PASNFRTSOUR,1/2BBL,1/2 BBL,,PEAK DRIFT PASSION FRUIT SOUR HALF BARREL,BEER,0,0,0,0
Active,63798,PD WTRMLNBLBRY 6/4C,PEAK DRIFT,PEAK DRIFT,PD WTRMLNBLBRY,6/4C,24/16,,PEAK DRIFT FOUR PACK CANS,BEER,0,0,20230808,0
Active,63799,PD WTRMLNBLBRY 1/6BBL,PEAK DRIFT,PEAK DRIFT,PD WTRMLNBLBRY,1/6BBL,1/6 BBL,,PEAK DRIFT WATERMELON BLUEBERRY SIXTH BARREL,BEER,4,0,20231013,0
Active,63800,PD CUSTM CODE1 4/6C,PEAK DRIFT,PEAK DRIFT,PD CUSTM CODE1,4/6C,24/12,,CUSTOM CODE 1,BEER,0,0,0,0
Restricted,63801,PD CUSTM CODE2 4/6 CAN,PEAK DRIFT,PEAK DRIFT,PD CUSTM CODE2,4/6 CAN,24/12,,PEAK DRIFT CUSTOM CODE 2,BEER,25,0,20231106,0
Active,63802,PD CUSTM CODE3 6/4 16OZ,PEAK DRIFT,PEAK DRIFT,PD CUSTM CODE3,6/4 16OZ,24/16,,,BEER,0,0,20230908,0
Active,63803,PD PINAPL CAKE 24/16C,PEAK DRIFT,PEAK DRIFT,PD PINAPL CAKE,24/16C,24/16,,PEAK DRIFT PINEAPLLE UPSIDE DOWN CAKE,BEER,0,0,0,0
Restricted,63804,PD DBL INTRNTL 4/6C,PEAK DRIFT,PEAK DRIFT,PD DBL INTRNTL,4/6C,24/12,,PEAK DRIFT DOUBLE INTERNATIONAL SIX PACK CANS,BEER,100,0,20231106,0
Active,63805,PD DBL INTRNTL 1/6BBL,PEAK DRIFT,PEAK DRIFT,PD DBL INTRNTL,1/6BBL,1/6 BBL,,PEAK DRIFT DOUBLE INTERNATIONAL SIXTH BARREL,BEER,15,0,20231106,0
Active,63806,PD DBL INTRNTL 1/2BBL,PEAK DRIFT,PEAK DRIFT,PD DBL INTRNTL,1/2BBL,1/2 BBL,,PEAK DRIFT DOUBLE INTERNATIONAL HALF BARREL,BEER,0,0,0,0
Active,63807,PD FIREPITDARK 4/6 CAN,PEAK DRIFT,PEAK DRIFT,PD FIREPITDARK,4/6 CAN,24/12,,PEAK DRIFT FIRE PIT DARK ALE SIX PACK CANS,BEER,157,2,20231106,0
Active,63810,PD DBLCHOC PTR 6/4C,PEAK DRIFT,PEAK DRIFT,PD DBLCHOC PTR,6/4C,24/16,,PEAK DRIFT DOUBLE CHOCOLATE PORTER FOUR PACK CANS,BEER,0,0,0,0
Active,63811,PD DBLCHOC PTR 1/6BBL,PEAK DRIFT,PEAK DRIFT,PD DBLCHOC PTR,1/6BBL,1/6 BBL,,PEAK DRIFT CHOCOLATE PORTER SIXTH BARREL,BEER,0,0,0,0
Active,80800,LOKO COSMIC 12/23.5OZ,"PHUSION PROJECTS, LLC",PHUSION,LOKO COSMIC,12/23.5OZ,12/23.5,,FOUR LOKO COSMIC PUNCH CANS,BEER,618,19,20231106,408
Active,80805,LOKO ELECTRIC 12/23.5,"PHUSION PROJECTS, LLC",PHUSION,LOKO ELECTRIC,12/23.5,12/23.5,,LOKO ELECTRIC LEMONADE 24 OZ CAN,BEER,212,9,20231106,102
Active,80807,PW MIAMI VICE 24/16,"PHUSION PROJECTS, LLC",PHUSION,PW MIAMI VICE,24/16,24/16,,PIRATE WATER MIAMI VICE 24/16 CA,BEER,157,0,20230403,0
Active,80808,PW SEXONBEACH 24/16OZTT,"PHUSION PROJECTS, LLC",PHUSION,PW SEXONBEACH,24/16OZTT,24/16,,PIRATE WATER SEX ON THE BEACH,BEER,24,1,20230403,0
Active,80809,PW MARGARITA 24/16C,"PHUSION PROJECTS, LLC",PHUSION,PW MARGARITA,24/16C,24/16,,PIRATE WATER MARGARITA SIXTEEN OUNCE CANS,BEER,197,1,20230403,0
Active,80810,PW BAHAMA MAMA 24/16C,"PHUSION PROJECTS, LLC",PHUSION,PW BAHAMA MAMA,24/16C,24/16,,PIRATE WATER BAHAMA MAMA SIXTEEN OUNCE CAN,BEER,127,0,20230403,0
Active,80812,LOKO FL USA 12/23.5,"PHUSION PROJECTS, LLC",PHUSION,LOKO FL USA,12/23.5,12/23.5,,LOKO WHITE CHERRY TWELVE PACK CANS,BEER,528,17,20231106,102
Active,80813,LOKO SOURGRP 12/23.5 CAN,"PHUSION PROJECTS, LLC",PHUSION,LOKO SOURGRP,12/23.5 CAN,12/23.5,,LOKO GRAPE 24 OZ CANS,BEER,228,9,20231106,102
Active,80837,LOKO GOLD 12/23.5 CAN,"PHUSION PROJECTS, LLC",PHUSION,LOKO GOLD,12/23.5 CAN,12/23.5,,LOKO GOLD 24 OUNCE CAN,BEER,678,30,20231106,306
Active,80842,LOKO BLU RAZZ 12/23.5,"PHUSION PROJECTS, LLC",PHUSION,LOKO BLU RAZZ,12/23.5,12/23.5,,LOKO BLUE RAZZ 24 OUNCE,BEER,581,14,20231106,204
Active,80848,LOKO JUNGLJUIC 12/23.5C,"PHUSION PROJECTS, LLC",PHUSION,LOKO JUNGLJUIC,12/23.5C,12/23.5,,FOUR LOKO JUNGLE JUICE TWELVE PACK CAN,BEER,0,0,0,0
Active,80851,LOKO EARTHQKE 12/24,"PHUSION PROJECTS, LLC",PHUSION,LOKO EARTHQKE,2023-12-24 00:00:00,2023-12-24 00:00:00,2023-12-24 00:00:00,LOKO EARTHQUAKE 24 OUNCE CAN,BEER,173,15,20231016,102
Active,80885,LOKO SOUR APPL 12/23.5TT,"PHUSION PROJECTS, LLC",PHUSION,LOKO SOUR APPL,12/23.5TT,12/23.5,,LOKO SOUR APPLE 24 OUNCE CAN,BEER,403,18,20231106,306
Active,80910,PREGAM SOURAPP 24/200ML,"PHUSION PROJECTS, LLC",PHUSION,PREGAM SOURAPP,24/200ML,24/200ML,,LOKO PREGAME SOUR APPLE 24/200ML,BEER,110,9,20230823,280
Active,80911,PREGAM USA 24/200ML,"PHUSION PROJECTS, LLC",PHUSION,PREGAM USA,24/200ML,24/200ML,,FOUR LOKO PREGAME USA SOUR WHITE CHERRY,BEER,274,8,20231106,280
Active,81011,PREGAM RASP 24/200ML,"PHUSION PROJECTS, LLC",PHUSION,PREGAM RASP,24/200ML,24/200ML,,PREGAME BLUE RAZZ,BEER,513,14,20231106,0
Active,81020,PREGAM WICKTEA 24/200ML,"PHUSION PROJECTS, LLC",PHUSION,PREGAM WICKTEA,24/200ML,24/200ML,,LOKO PREGAME WICKED TEA,BEER,57,0,20221214,0
Active,81021,PREGAM LEMONAD 24/200ML,"PHUSION PROJECTS, LLC",PHUSION,PREGAM LEMONAD,24/200ML,24/200ML,,PREGAME LEMONADE,BEER,186,11,20231016,140
Active,81041,PREGAM SOURGRP 24/200ML,"PHUSION PROJECTS, LLC",PHUSION,PREGAM SOURGRP,24/200ML,24/200ML,,PREGAME SOUR GRAPE,BEER,26,3,20230726,0
Active,63309,NATURECRYSTL 18/1LTR,PREMIUM WATERS,SPINX WATER,NATURECRYSTL,18/1LTR,18/33.8,,NATURES CRYSTAL ALKALINE EIGHTEEN PACK ONE LITER BOTTLE,NB,0,0,0,0
Restricted,63311,SPINX WATER 24/20OZ,PREMIUM WATERS,SPINX WATER,SPINX WATER,24/20OZ,20 OZ W,,SPINX WATER TWENTY OUNCE,NB,0,0,20220628,0
Active,63313,SPINX WATER 15/1LTR,PREMIUM WATERS,SPINX WATER,SPINX WATER,15/1LTR,15/1L,,SPINX WATER 1 LITER,NB,-7,0,20230728,0
Active,63314,SPINX WATER 3/128OZ,PREMIUM WATERS,SPINX WATER,SPINX WATER,3/128OZ,128OZ,,SPINX WATER 128 OUNCE,NB,42,0,20230315,0
Active,63315,SPINX WATER 24/.5L,PREMIUM WATERS,SPINX WATER,SPINX WATER,24/.5L,24/.5L,,SPINX WATER HALF LITER,NB,360,6,20230914,0
Active,63319,SPINX WATER 28/20OZ,PREMIUM WATERS,SPINX WATER,SPINX WATER,28/20OZ,28/20OZ,,SPINX WATER TWENTY OZ,NB,723,0,20230914,0
Active,63320,SPINX WATER 18/1L,PREMIUM WATERS,SPINX WATER,SPINX WATER,18/1L,18/33.8,,,NB,328,1,20230914,0
Active,300801,6/750  TWO TREES OLD FASH WHSKY TWO TREES OLD FASHIO,PROST BEVCO,TWO TREES,TWO TREES,OLD FASH WHSKY,6/750ML,6/750,TWO TREES OLD FASHIO,SPIRITS,41,0,20230126,0
Active,300802,6/750  TWO TREES PEACH WHISKEY  TWO TREES PEACH WSKY,PROST BEVCO,TWO TREES,TWO TREES,PEACH WHISKEY,6/750ML,6/750,TWO TREES PEACH WSKY,SPIRITS,146,0,20230623,0
Active,300803,6/750  TWO TREES APPLE WHISKEY  TWO TREES APPLE WHSK,PROST BEVCO,TWO TREES,TWO TREES,APPLE WHISKEY,6/750ML,6/750,TWO TREES APPLE WHSK,SPIRITS,103,0,20220621,0
Active,300804,6/750  TWO TREES SALTED CARAMEL TWO TREES SALTED CAR,PROST BEVCO,TWO TREES,TWO TREES,SALTED CARAMEL,6/750ML,6/750,TWO TREES SALTED CAR,SPIRITS,187,0,20230623,0
Active,300805,6/750  TWO TREES BATCH 314 WHSKYTT BATCH 314 WHISKEY,PROST BEVCO,TWO TREES,TWO TREES,BATCH 314 WHSKY,6/750ML,6/750,TT BATCH 314 WHISKEY,SPIRITS,256,0,20220210,0
Active,300806,6/750  TWO TREES MANHATTEN RTD  MANHATTEN RTD 750ML,PROST BEVCO,TWO TREES,TWO TREES,MANHATTEN RTD,6/750ML,6/750,MANHATTEN RTD 750ML,SPIRITS,260,0,20220131,0
Active,300807,6/750  TWO TREES CINNAMON SPICE TWO TREES SPICE 750,PROST BEVCO,TWO TREES,TWO TREES,CINNAMON SPICE,6/750ML,6/750,TWO TREES SPICE 750,SPIRITS,115,0,20220131,0
Active,300808,6/750  TWO TREES PNUTBUTWHISK   TWO TREE PEANUT 750,PROST BEVCO,TWO TREES,TWO TREES,PNUTBUTWHISK,6/750ML,6/750,TWO TREE PEANUT 750,SPIRITS,48,0,20220621,0
Active,300821,6/1.75 TWO TREES TT VODKA       TWO TREES VODKA,PROST BEVCO,TWO TREES,TWO TREES,TT VODKA,6/1.75L,6/1.75,TWO TREES VODKA,SPIRITS,36,0,20211110,0
Active,300822,6/1L   TWO TREES VODKA          2 TREES VOD 1L,PROST BEVCO,TWO TREES,TWO TREES,VODKA,6/1L,6/1L,2 TREES VOD 1L,SPIRITS,124,0,20230623,0
Active,69111,BIO CITRUS 12/16OZ,RALLY BRANDS,BIOLYTE,BIO CITRUS,12/16OZ,2023-12-16 00:00:00,,BIOLYTE CITRUS TWELVE PACK,NB,558,5,20231027,0
Active,69112,BIO BERRY 12/16,RALLY BRANDS,BIOLYTE,BIO BERRY,2023-12-16 00:00:00,2023-12-16 00:00:00,,BIOLYTE BERRY TWELVE PACK,NB,427,12,20231027,0
Active,69113,BIO TROPICAL 12/16,RALLY BRANDS,BIOLYTE,BIO TROPICAL,2023-12-16 00:00:00,2023-12-16 00:00:00,,BIOLYTE TROPICAL TWELVE PACK,NB,246,4,20231027,0
Active,69114,BIO MELON 12/16,RALLY BRANDS,BIOLYTE,BIO MELON,2023-12-16 00:00:00,2023-12-16 00:00:00,,BIOLYTE MELON TWELVE PACK,NB,493,0,20231027,0
Active,69115,BIO FRUITPUNCH 12/16OZ,RALLY BRANDS,BIOLYTE,BIO FRUITPUNCH,12/16OZ,2023-12-16 00:00:00,,BIOLYTE FRUIT PUNCHTWELVE PACK,NB,423,1,20231027,0
Restricted,300850,12/750 REDHARE 12/750 RDHVODKA,REDHARE,REDHARE,REDHARE,12/750 RDHVODKA,12/750ML,12/750,,SPIRITS,0,0,0,0
Restricted,300851,12/750 REDHARE 12/750 RDH GIN,REDHARE,REDHARE,REDHARE,12/750 RDH GIN,12/750ML,12/750,,SPIRITS,0,0,0,0
Restricted,301350,6/750  REFIND VODKA 750ML,REFIND,REFIND,REFIND,VODKA 750ML,6/750ML,6/750,,SPIRITS,0,0,0,0
Restricted,301351,6/750  REFIND CUCMBR VOD 750M,REFIND,REFIND,REFIND,CUCMBR VOD 750M,6/750ML,6/750,,SPIRITS,0,0,0,0
Restricted,301352,6/750  REFIND GIN 750ML,REFIND,REFIND,REFIND,GIN 750ML,6/750ML,6/750,,SPIRITS,0,0,0,0
Restricted,301353,6/750  REFIND RYE 750ML,REFIND,REFIND,REFIND,RYE 750ML,6/750ML,6/750,,SPIRITS,0,0,0,0
Restricted,301360,REFIND LIMONCEL 375ML,REFIND,REFIND,REFIND,LIMONCEL 375ML,6/375ML,,,SPIRITS,0,0,0,0
Active,67170,RYSE KOOLAID 12/16 C,RYSE UP SPORTS NUTRITION,RYSE,RYSE KOOLAID,12/16 C,2023-12-16 00:00:00,,RYSE TROPICAL PUNCH SIXTEEN OUNCE,NB,127,7,20231103,0
Active,67171,RYSE SUNNY D 12/16OZ C,RYSE UP SPORTS NUTRITION,RYSE,RYSE SUNNY D,12/16OZ C,2023-12-16 00:00:00,,RYSE SUNNY D SIXTEEN OUNCE CAN,NB,110,6,20230627,0
Active,67172,RYSE BAJABURST 12/16C,RYSE UP SPORTS NUTRITION,RYSE,RYSE BAJABURST,12/16C,2023-12-16 00:00:00,,RYSE BAJA BURST SIXTEEN OUNCE CAN,NB,0,0,20230627,0
Active,67173,RYSE RINGPOP 12/16C,RYSE UP SPORTS NUTRITION,RYSE,RYSE RINGPOP,12/16C,2023-12-16 00:00:00,,RYSE RINGPOP BEERY BLAST,NB,133,5,20231103,0
Active,67174,RYSE TIGRBLOOD 12/16C,RYSE UP SPORTS NUTRITION,RYSE,RYSE TIGRBLOOD,12/16C,2023-12-16 00:00:00,,RYSE TIGERS BLLOD SIXTEEN OUNCE CAN,NB,165,1,20230627,0
Active,67175,RYSE SMARTIES 12/16,RYSE UP SPORTS NUTRITION,RYSE,RYSE SMARTIES,2023-12-16 00:00:00,2023-12-16 00:00:00,,RYSE SMARTIES TWELVE PACK,NB,0,0,20230427,0
Active,67176,RYSE LEMONADE 12/16C,RYSE UP SPORTS NUTRITION,RYSE,RYSE LEMONADE,12/16C,2023-12-16 00:00:00,,RYSE COUNTRY TIME LEMONADE TWELVE PACK,NB,6,5,20230627,0
Active,67177,RYSE SOURPUNCH 12/16C,RYSE UP SPORTS NUTRITION,RYSE,RYSE SOURPUNCH,12/16C,2023-12-16 00:00:00,,RYSE FUEL SOUR PUNCH TWELVE PACK CANS,NB,0,0,0,0
Active,85003,SV BANGER IPA 24/16 6/4 CAN,SAVAGE CRAFT ALE WORKS,SAVAGE CRAFT,SV BANGER IPA,24/16 6/4 CAN,24/16,,SAVAGE CRAFT GALAXY BANGER HAZY SIXTEEN OUNCE CANS,BEER,114,2,20231109,0
Active,85004,SV GALXY HAZY 1/2BBL,SAVAGE CRAFT ALE WORKS,SAVAGE CRAFT,SV GALXY HAZY,1/2BBL,1/2 BBL,,,BEER,4,0,20231017,0
Active,85005,SV GALXY HAZY 1/6BBL,SAVAGE CRAFT ALE WORKS,SAVAGE CRAFT,SV GALXY HAZY,1/6BBL,1/6 BBL,,,BEER,28,0,20231017,0
Active,85006,SV ANNIV STOUT 1/6BBL,SAVAGE CRAFT ALE WORKS,SAVAGE CRAFT,SV ANNIV STOUT,1/6BBL,1/6 BBL,,SAVAGE CRAFT ANNIVERSARY STOUT SIXTH BARREL,BEER,0,0,20230131,0
Active,85007,SV NO BERRIES,SAVAGE CRAFT ALE WORKS,SAVAGE CRAFT,SV NO BERRIES,,1/6 BBL,,,BEER,0,0,20220408,0
Active,85009,SV BANGER IPA 1/2BBL,SAVAGE CRAFT ALE WORKS,SAVAGE CRAFT,SV BANGER IPA,1/2BBL,1/2 BBL,,,BEER,0,0,0,0
Active,85014,SV GARGOYLE 1/2BBL,SAVAGE CRAFT ALE WORKS,SAVAGE CRAFT,SV GARGOYLE,1/2BBL,1/2 BBL,,,BEER,0,0,0,0
Active,85015,SV GARGOYLE 1/6BBL,SAVAGE CRAFT ALE WORKS,SAVAGE CRAFT,SV GARGOYLE,1/6BBL,1/6 BBL,,,BEER,0,0,20211221,0
Active,85018,SV VANILLA ALE 4/6CAN,SAVAGE CRAFT ALE WORKS,SAVAGE CRAFT,SV VANILLA ALE,4/6CAN,24/12,,SAVAGE CRAFT VANILLA ALE SIX PACK CANS,BEER,45,2,20230821,0
Active,85019,SV VANILLA ALE 1/2BBL,SAVAGE CRAFT ALE WORKS,SAVAGE CRAFT,SV VANILLA ALE,1/2BBL,1/2 BBL,,,BEER,1,0,20230913,0
Active,85020,SV VANILLA ALE 1/6BBL,SAVAGE CRAFT ALE WORKS,SAVAGE CRAFT,SV VANILLA ALE,1/6BBL,1/6 BBL,,,BEER,18,0,20231017,0
Active,85024,SV RASP SOUR 1/2BBL,SAVAGE CRAFT ALE WORKS,SAVAGE CRAFT,SV RASP SOUR,1/2BBL,1/2 BBL,,,BEER,0,0,20210511,0
Active,85025,SV KEYLIME SLZ 1/6BBL,SAVAGE CRAFT ALE WORKS,SAVAGE CRAFT,SV KEYLIME SLZ,1/6BBL,1/6 BBL,,,BEER,0,0,20220314,0
Active,85029,SV NITRO STOUT 1/2BBL,SAVAGE CRAFT ALE WORKS,SAVAGE CRAFT,SV NITRO STOUT,1/2BBL,1/2 BBL,,,BEER,0,0,0,0
Active,85030,SV NITRO STOUT 1/6BBL,SAVAGE CRAFT ALE WORKS,SAVAGE CRAFT,SV NITRO STOUT,1/6BBL,1/6 BBL,,,BEER,0,0,20220408,0
Active,85035,SV BLOOD ORG 1/6BBL,SAVAGE CRAFT ALE WORKS,SAVAGE CRAFT,SV BLOOD ORG,1/6BBL,1/6 BBL,,,BEER,0,0,20210721,0
Active,85040,SV ORGCREAMSLZ 1/6BBL,SAVAGE CRAFT ALE WORKS,SAVAGE CRAFT,SV ORGCREAMSLZ,1/6BBL,1/6 BBL,,,BEER,0,0,20220314,0
Active,85041,SV HEIST HAZY 1/2BBL,SAVAGE CRAFT ALE WORKS,SAVAGE CRAFT,SV HEIST HAZY,1/2BBL,1/2 BBL,,SAVAGE CRAFT DANK HEIST IPA HALF BARREL,BEER,0,0,0,0
Active,85042,SV PINCUSHSOUR 1/6BBL,SAVAGE CRAFT ALE WORKS,SAVAGE CRAFT,SV PINCUSHSOUR,1/6BBL,1/6 BBL,,SAVAGE CRAFT PINCUSHION SOMERSAULT SIXTH BARREL,BEER,0,0,20220817,0
Active,85043,SV HEIST HAZY 1/6BBL,SAVAGE CRAFT ALE WORKS,SAVAGE CRAFT,SV HEIST HAZY,1/6BBL,1/6 BBL,,,BEER,0,0,20230516,0
Active,85044,SV CREAM ALE 1/2BBL,SAVAGE CRAFT ALE WORKS,SAVAGE CRAFT,SV CREAM ALE,1/2BBL,1/2 BBL,,SAVAGE CREAM ALE HALF BARREL,BEER,0,0,0,0
Active,85045,SV CREAM ALE 1/6BBL,SAVAGE CRAFT ALE WORKS,SAVAGE CRAFT,SV CREAM ALE,1/6BBL,1/6 BBL,,,BEER,0,0,0,0
Active,85047,SV SOUR ALE 1/6BBL,SAVAGE CRAFT ALE WORKS,SAVAGE CRAFT,SV SOUR ALE,1/6BBL,1/6 BBL,,SAVAGE CRAFT THIRST THWACKER SOUR SIXTH BARREL,BEER,19,0,20231017,0
Active,85048,SV SOUR ALE 1/2 BBL,SAVAGE CRAFT ALE WORKS,SAVAGE CRAFT,SV SOUR ALE,1/2 BBL,1/2 BBL,,SAVAGE CRAFT THRIST THWACKER SOUR ALE HALF BBL,BEER,0,0,20221116,0
Active,85050,SV CURRANTSOUR 1/6BBL,SAVAGE CRAFT ALE WORKS,SAVAGE CRAFT,SV CURRANTSOUR,1/6BBL,1/6 BBL,,,BEER,0,0,20211108,0
Active,85051,SV PURGEPILSNR 6/4CAN,SAVAGE CRAFT ALE WORKS,SAVAGE CRAFT,SV PURGEPILSNR,6/4CAN,24/16,,SAVAGE CRAFT PURGE UNDER PILSNER FOUR PACK CANS,BEER,82,1,20231026,0
Active,85052,SV CAROLINA LT 6/4C,SAVAGE CRAFT ALE WORKS,SAVAGE CRAFT,SV CAROLINA LT,6/4C,24/16,,SAVAGE CRAFT CAROLINA LIGHT FOUR PACK,BEER,15,3,20231024,0
Active,85054,SV PUMPKN ALE 1/2BBL,SAVAGE CRAFT ALE WORKS,SAVAGE CRAFT,SV PUMPKN ALE,1/2BBL,1/2 BBL,,SAVAGE CRAFT PUMPKIN ALE HALF BARREL,BEER,1,0,20230919,0
Active,85055,SV PUMPKN ALE 1/6BBL,SAVAGE CRAFT ALE WORKS,SAVAGE CRAFT,SV PUMPKN ALE,1/6BBL,1/6 BBL,,SAVAGE CRAFT PUMPKIN ALE SIXTH BARREL,BEER,0,0,20230919,0
Active,85059,SV KEYLIMESOUR 1/2BBL,SAVAGE CRAFT ALE WORKS,SAVAGE CRAFT,SV KEYLIMESOUR,1/2BBL,1/2 BBL,,SAVAGE CRAFT KEY LIME SOUR ALE HALF BARREL,BEER,0,0,0,0
Active,85060,SV KEYLIMESOUR 1/6BBL,SAVAGE CRAFT ALE WORKS,SAVAGE CRAFT,SV KEYLIMESOUR,1/6BBL,1/6 BBL,,SAVAGE CRAFT KEY LIME SOUR ALE SIXTH BARREL,BEER,0,0,20211101,0
